,Sex,Length,Diameter,Height,Whole weight,Shucked weight,Viscera weight,Shell weight,Rings
2088,0.05379814819019774,1.0077396363274085,0.9283544807498925,0.9679965753931773,0.9172548138838736,0.7891113350695712,1.0849011683243313,0.7627860295874148,0.4482758620689655
2089,-1.1543462872423602,1.1326578812855526,1.0795215112384433,1.326659055767273,1.5025745300661906,1.690270496082601,1.5730348292411014,1.057355874049991,0.3103448275862069
2090,0.05379814819019774,-0.4496398881842701,-0.3313707733213632,-0.8253158264772991,-0.6439376695222716,-0.5738918959626357,-0.35212783343999265,-0.7819094962529233,0.3793103448275862
2091,0.05379814819019774,0.1749513366064497,-0.07942572250711187,0.011563294395590387,-0.1034856667755328,0.03889633352622431,0.313923703885694,-0.4226779786156354,0.3103448275862069
2092,-1.1543462872423602,0.6329849014529767,0.5252423994470908,0.9679965753931773,0.6347921633917101,0.2867151028048074,0.7016934345205117,0.9064786366423301,0.3448275862068966
2093,-1.1543462872423602,0.21659075159249772,0.17251932830713892,0.4897799348943839,-0.07289404397854779,-0.07374856160040447,0.2089977767727433,-0.17121591626953378,0.3103448275862069
2094,0.05379814819019774,1.2992155412297446,1.5330226027040956,0.6093340950190824,1.6524734817714184,1.109022837229197,0.9115452887464132,1.5890185201531775,0.5172413793103449
2095,0.05379814819019774,0.4247878265227367,0.4244643791213903,-0.9448699866019973,0.2095686065136158,0.32276146924532856,0.37779165951966404,-0.027523309214618666,0.41379310344827586
2096,-1.1543462872423602,2.090364425964655,2.238468744983998,2.6417548171389553,3.978456535102194,4.456829120392601,5.286500249673354,2.4368049017771765,0.41379310344827586
2097,1.2619425836227558,0.6746243164390247,0.8779654705870422,0.13111745452028825,0.4594001926889952,0.043402129331289466,0.4097256373366491,0.8705554848786012,0.41379310344827586
2098,0.05379814819019774,0.21659075159249772,0.07174130798143839,0.9679965753931773,0.6867979221465851,0.642672971404954,1.0985871588173248,0.5185085975940591,0.3103448275862069
2099,0.05379814819019774,1.6739702761041755,1.2306885417269942,1.2071048956425745,1.8411218223528272,2.120573995466322,1.983614544030908,1.1938638507521608,0.3793103448275862
2100,1.2619425836227558,-0.07488515330983822,-0.07942572250711187,-0.46665334610320375,-0.34617920763161547,-0.4004187574676274,-0.014540067946151453,-0.49452428214309285,0.4482758620689655
2101,0.05379814819019774,1.5490520311460314,1.5330226027040956,0.9679965753931773,1.6789862215288054,1.6925233939851332,1.8285066517769815,1.5351337925075843,0.3793103448275862
2102,1.2619425836227558,-1.407346432863373,-1.3391509765783676,-1.1839783068513943,-1.1782713477096134,-1.1821743296464307,-1.1641632693576105,-1.1411410138902114,0.2413793103448276
2103,-1.1543462872423602,-0.9076734530307975,-1.0368169156012665,-0.9448699866019973,-1.0273526752444864,-0.9163323771475869,-1.1869732535125996,-1.062110080010008,0.20689655172413793
